#hugo	exprssn_associated_to_larger_survival
DYX1C1-CCPG1	low
CSPG5	low
GPR21	low
DMAP1	low
INS	low
RUFY2	low
PAX4	low
DIRAS2	low
CLIP1	low
FNDC9	low
ARSA	low
SKINTL	low
MAP3K5	low
C14ORF132	low
LOC100507144	low
EPHA10	low
RGPD8	low
PDE6G	low
PYGB	low
CLDN9	low
RFFL	low
PCSK1	low
STOML1	low
HOXC9	low
KEL	low
ANXA9	low
PAQR7	low
PLEKHO2	low
BTBD3	low
SLC44A2	low
GNB5	low
ACADS	low
C1ORF101	low
UCN2	low
CHP2	low
RTCA	low
ASB8	low
IPW	low
GSTM2	low
LOC100506371	low
PLEKHM2	low
ZNF251	low
EXOC3L4	low
TPPP3	low
EGFL8	low
ITGAD	low
EXOC7	low
TDRD7	low
DOCK3	low
PPT2-EGFL8	low
RHBDL3	low
TFAMP1	low
ALX3	low
CCDC115	low
ARHGAP12	low
LOC100505797	low
P2RY8	low
GRIA2	low
C7ORF61	low
EFCAB7	low
NPFF	low
STARD3	low
RNFT1	low
NSUN5P1	low
GUSBP1	low
INPP5J	low
MBNL2	low
HES4	low
TBC1D2	low
SLC35E2	low
SMARCC2	low
SHF	low
IL2RG	low
ROBO3	low
RAPGEF5	low
TFAP2E	low
RGL4	low
MAP3K14-AS1	low
TCP11L2	low
RNF207	low
TRIM62	low
FGD6	low
ABCC10	low
LRSAM1	low
PUM1	low
LOC100506534	low
UPK3B	low
ANKRD52	low
NCALD	low
SLC35A1	low
GIT1	low
CNTNAP1	low
MBD5	low
KIAA0087	low
CPNE5	low
NSUN5P2	low
ARHGAP22	low
CHRNB1	low
APBB3	low
ZFAND2B	low
PHF12	low
KDM6B	low
NES	low
KCNC3	low
IL21R	low
MORC2-AS1	low
LPXN	low
CSRNP2	low
ARHGEF1	low
FCRL6	low
LCP1	low
LIMK2	low
SERAC1	low
TEX21P	low
UBR2	low
KRBA1	low
PANK4	low
RAB6A	low
ARRB1	low
NDST3	low
TMEM156	low
PMM1	low
SH3BP2	low
IQCC	low
C1ORF228	low
LGALS2	low
FAM13B	low
CD163L1	low
CTNNBIP1	low
LOC100506730	low
ENO2	low
KRT9	low
ATN1	low
LOC100507440	low
VAT1L	low
PDE7B	low
CHD3	low
SRSF11	low
GIT2	low
MST1P2	low
CDH22	low
PTBP3	low
FRMD4A	low
LTC4S	low
LOC100506472	low
HDAC11	low
PCDH1	low
PLEKHM1	low
C22ORF23	low
CDH18	low
C1ORF52	low
FMNL1	low
POU6F1	low
HPCAL4	low
METTL20	low
DEF6	low
TMEM25	low
DKK3	low
STARD4-AS1	low
ALDOC	low
SLC35D1	low
CD52	low
BMPER	low
OBSCN	low
DGKB	low
CCDC146	low
RAD51L3-RFFL	low
MOB3B	low
LOC415056	low
NR3C1	low
RHOB	low
RNF141	low
ZBTB48	low
RAI1	low
FAM22A	low
ME1	low
MKRN9P	low
MCAM	low
PTPRF	low
SFXN3	low
ANKRA2	low
HLA-DOB	low
RNF220	low
FAT2	low
KLHL34	low
LOC100652999	low
DOPEY1	low
PRKCB	low
LINC00514	low
NDRG1	low
KIAA1841	low
CRLF3	low
PPP1R3B	low
ZSWIM8	low
LOC574538	low
TAOK1	low
RASAL3	low
LOC100506070	low
BBS9	low
CNNM4	low
PPP3CC	low
P4HA2	low
HSPA12A	low
PRICKLE1	low
PLEC	low
NUDCD3	low
TRAF3IP2-AS1	low
KLHL29	low
TRIM55	low
PHYHIP	low
IL32	low
SLC12A6	low
CDC42BPA	low
PTN	low
TFR2	low
SMTNL1	low
MIER1	low
C17ORF61-PLSCR3	low
FABP7	low
P2RY14	low
SPTB	low
KCTD2	low
CHKB	low
ARPP21	low
CCDC88A	low
PDP1	low
DNAJC27	low
TUBGCP6	low
DARC	low
FSIP2	low
KLHL6	low
ARSF	low
RASGRP1	low
C1ORF147	low
RILP	low
MTFR1L	low
LOC400499	low
ITSN2	low
UNC13D	low
LINC00674	low
ANO4	low
VPS41	low
UPP2	low
CHRNA7	low
GPBP1L1	low
ZNF843	low
RSPH1	low
MYO9B	low
PAFAH2	low
NAPB	low
SPATA6	low
CAPRIN2	low
DOCK8	low
LRRTM3	low
PROM2	low
NPEPPS	low
CYB5R1	low
FEZF2	low
FKBP6	low
TMUB2	low
LOC100132273	low
CALM2	low
NLRP9	low
PLA2G4D	low
SPOCK3	low
UCN3	low
LOC151475	low
FOXD1	low
ERV3-1	low
SRGAP1	low
ALMS1P	low
RGPD5	low
RGS3	low
NLRC4	low
ARGLU1	low
ADRBK2	low
CSAD	low
TMEM198B	low
C5ORF20	low
PPIAL4F	low
PPIAL4D	low
LOC100506682	low
WIPF3	low
NTN5	low
INO80D	low
PRPF40B	low
PRSS46	low
C2CD4A	low
NAV3	low
TMEM44	low
ATG14	low
RIMS3	low
LOC441204	low
BCL6	low
WDR11-AS1	low
PPP1R18	low
TMEM150C	low
EGFLAM	low
LOC100630923	low
RTBDN	low
USP48	low
UCP3	low
CDK9	low
FYB	low
ERAP1	low
MIR324	low
ABCA10	low
SCARF1	low
TECTA	low
ZNF187	low
CROCC	low
CPSF3L	low
SIGLEC8	low
CDK5R1	low
B3GALT1	low
CLMN	low
DKFZP434L187	low
SSH2	low
SPOCK2	low
TFEB	low
SECISBP2L	low
TIMD4	low
SLC45A2	low
NRG1	low
UNC5D	low
FMO3	low
RGMA	low
LOC100133301	low
TAS2R20	low
CBY3	low
GNRH2	low
SNX15	low
RPL34-AS1	low
LOC731932	low
DAPK1	low
GCGR	low
ZFYVE27	low
MYT1L	low
SYT5	low
DENND5B	low
RFX8	low
COL11A2	low
CD27-AS1	low
FAM71F2	low
USP22	low
ZDHHC11B	low
CROCCP2	low
MIR4658	low
MROH7	low
FAM19A1	low
HINT3	low
FBXL2	low
C11ORF21	low
ACAD9	low
SLC25A12	low
GTF2I	low
TPTE2P5	low
SLA2	low
TTC28-AS1	low
TP53INP2	low
LOC100288807	low
STARD9	low
BZRAP1	low
LOC100506748	low
LEFTY1	low
LEF1-AS1	low
DHRS12	low
PCDHB16	low
KLC4	low
ATP1A2	low
ZNF362	low
ANK1	low
KIDINS220	low
NUDT9P1	low
IL16	low
TMEM106B	low
FAM134A	low
SVIL	low
RHOT1	low
MADD	low
SELPLG	low
SLC45A1	low
IQCG	low
ANKIB1	low
DTX3	low
LINC00341	low
TBC1D22B	low
MYL3	low
ARL8A	low
ATP13A2	low
CALML6	low
TIA1	low
GADD45A	low
LDHD	low
CHRFAM7A	low
MAN2B2	low
CD226	low
PTPRD	low
SERINC3	low
SPATA1	low
REEP6	low
RYR3	low
IL18BP	low
P2RX7	low
ITGA3	low
NXF1	low
LOC157381	low
LOC284023	low
PAN2	low
LOC100506801	low
STX16	low
CYLD	low
LOC645212	low
PRKRIP1	low
LOC100506585	low
ACAP1	low
HCN3	low
LOC283683	low
CLEC4A	low
C3ORF35	low
ZFR2	low
MARC2	low
DTX4	low
CD5	low
PPP6R2	low
USP24	low
CLCN1	low
REP15	low
LOC388210	low
CD300LF	low
AGPAT6	low
FAM182B	low
NR1D1	low
SLC6A7	low
CTAG1B	low
CTAG1A	low
RNF19B	low
RABEP1	low
MON2	low
LOC100873065	low
BSCL2	low
MATN1-AS1	low
C12ORF71	low
IL7	low
DDX6	low
DGCR2	low
TMED4	low
AUH	low
LOC646762	low
MLLT4	low
MGC15885	low
KIF1A	low
MTERFD2	low
TMCC1	low
DUOXA1	low
PHACTR1	low
SYN3	low
TFEC	low
PLD3	low
CNR1	low
MMP19	low
FLJ30838	low
MYO6	low
HLA-B	low
LGI4	low
SFRP1	low
TRAK1	low
HAVCR2	low
GALNT11	low
RNF32	low
SERPINB6	low
ZFAND3	low
MOAP1	low
TNS1	low
KIAA1324L	low
ITM2B	low
MCOLN2	low
NFKB2	low
LOC285758	low
FAM182A	low
ITGB2-AS1	low
TAL2	low
WTH3DI	low
DENND1B	low
SEMA6C	low
MYO1F	low
ECE1	low
LOC728503	low
LOC100507145	low
LAMB4	low
ERAS	low
REM1	low
RPL21P44	low
EMC1	low
ERBB3	low
PTPRN	low
RUNX1T1	low
CCDC92	low
MIR3650	low
PLB1	low
HECTD3	low
ABCB4	low
IFRD1	low
SDCBP2-AS1	low
EHF	low
FAM20C	low
LOC100506718	low
GIPC2	low
GPR162	low
DMRTC1B	low
ERC2	low
SARM1	low
INPP4B	low
SNORA16A	low
LRP1	low
KLRC4	low
SEMA3G	low
IKZF4	low
CCDC69	low
LOC100506207	low
SH3GLB2	low
CACNG7	low
KBTBD10	low
SCUBE2	low
AQP7P3	low
DNASE1L3	low
NDRG3	low
NEK11	low
LURAP1	low
S100B	low
HIP1R	low
HEY1	low
LGI3	low
LOC100507506	low
TCF7L2	low
GRB10	low
CD97	low
MED8	low
NDST2	low
LINC00539	low
ECM1	low
LOC646999	low
SBDS	low
RIMS2	low
LOC115110	low
DCLK3	low
SKI	low
CREBL2	low
ZACN	low
GPS2	low
CCDC23	low
LOC100505620	low
RALGAPA1	low
LOC441081	low
CDH23	low
HELZ2	low
CPE	low
SAMD9	low
PNISR	low
ITGA8	low
GLRB	low
FAM22D	low
LOC400927	low
AOAH	low
HCK	low
FCHSD1	low
NEXN-AS1	low
C9ORF50	low
TPMT	low
OGDH	low
ATG12	low
ADC	low
ARL6IP5	low
PXK	low
FLYWCH1	low
DCLK1	low
WRB	low
WDR78	low
CNTN1	low
CNTFR	low
PDIA2	low
FOXJ3	low
LOC283143	low
CEP104	low
H1FNT	low
PMS2P3	low
STK32A	low
PCDHB15	low
IQSEC3	low
MREG	low
CC2D1A	low
SEMA3E	low
INPP4A	low
CSF2RA	low
SYNE1	low
LIFR	low
NT5C1A	low
LOC100129060	low
PIK3R6	low
TH	low
GDPD1	low
NLRC3	low
DNALI1	low
PI4KA	low
C20ORF112	low
KLRC3	low
TMEM55A	low
CRTC1	low
HEXIM1	low
IL34	low
DMRTA2	low
RXRB	low
MOB3C	low
PIPOX	low
ASMTL-AS1	low
USP32	low
SDK1	low
CAMK2A	low
ADTRP	low
DMRTC1	low
DPYSL2	low
KLRK1	low
GGT1	low
LOC100288594	low
UBASH3B	low
HP1BP3	low
NLRP3	low
ATF2	low
TSSK1B	low
STXBP2	low
BAI3	low
PVRL3-AS1	low
ADAM19	low
GPR17	low
TTLL7	low
MIR1225	low
CLEC7A	low
LTB	low
LOC100505754	low
ASIC2	low
ODF2L	low
PRSS45	low
DHRS1	low
ANXA2	low
C1QTNF2	low
RALGDS	low
LOC285696	low
MAPK8IP3	low
TXLNA	low
GLIPR1L2	low
PLA2R1	low
EPHX2	low
GRIN3A	low
DHRS11	low
NEGR1	low
LOC100130480	low
CORT	low
LOC100506007	low
LOC728743	low
SH2D3A	low
FABP3	low
PHF7	low
BRPF3	low
ZCCHC17	low
TMEM63C	low
UTRN	low
DIP2C	low
RGS7	low
SHANK3	low
NSF	low
LOC644634	low
TSHZ2	low
NXPH3	low
RHCE	low
KLRC4-KLRK1	low
MPZ	low
ZSWIM5	low
PTPN7	low
GZMM	low
CMAS	low
DTX2P1-UPK3BP1-PMS2P11	low
AKAP7	low
ITFG1	low
LOC100509205	low
GRAP2	low
CCDC102B	low
DYNC1I2	low
LOC100128076	low
COL6A1	low
TBC1D26	low
CDKN2D	low
CYBASC3	low
PCDH7	low
LOC100129858	low
PMS2P1	low
LRRFIP2	low
SLC48A1	low
ARVCF	low
ARHGAP36	low
NEIL1	low
SMOC2	low
HMGN3	low
CD6	low
FYN	low
UBASH3A	low
SIRPB2	low
PIK3IP1	low
ZBTB8A	low
CCR6	low
ADAMTS10	low
TMEM106A	low
HMGCLL1	low
AQP4	low
SLC5A9	low
PLEKHM3	low
TTC18	low
DRD2	low
FAM5B	low
PTCHD1	low
IL18	low
SPATS1	low
FBXO6	low
GTPBP2	low
P2RX3	low
STXBP5-AS1	low
THEM4	low
CD8A	low
MIR4701	low
MFN2	low
TBC1D3P2	low
AP2A2	low
LOC100505821	low
LAT2	low
VSTM2L	low
NKAPL	low
NBPF8	low
POM121L10P	low
VCAM1	low
PHEX	low
KANK4	low
MIR4786	low
LOC100129427	low
ANKRD29	low
MAP3K14	low
STMND1	low
MYCL1	low
MKL1	low
ABCB9	low
CCND2	low
ZNF512B	low
LIPJ	low
LRRTM4	low
ACSM5	low
PRDM16	low
C9ORF24	low
OSBPL3	low
BEST3	low
MSS51	low
PID1	low
TRPV6	low
CD40LG	low
PPAPDC1B	low
FN3K	low
TBC1D17	low
NF1	low
RER1	low
SGK1	low
SDCCAG8	low
ZBTB42	low
ANGPTL7	low
TMOD1	low
PLEKHG2	low
MILR1	low
WDR7	low
NCF1C	low
LRRC47	low
FREM1	low
PCSK5	low
ARPC4-TTLL3	low
ARID1B	low
TSTD2	low
ZHX3	low
MYL7	low
MGAT3	low
MIR4656	low
RAPGEFL1	low
SV2B	low
SLC7A7	low
LOC100129148	low
MIR4682	low
SHISA4	low
CYP2D7P1	low
MYSM1	low
LRRC2	low
CPNE6	low
DLG1	low
LOC100129138	low
KLRF2	low
TP73-AS1	low
CDH19	low
CERS5	low
IGSF3	low
OXR1	low
C3ORF62	low
OLFML2A	low
UBR4	low
LOC100506679	low
PRKAR2B	low
LOC100509195	low
ULK1	low
AVIL	low
STK38	low
NUB1	low
DENND3	low
PAK1	low
LOC100506497	low
RIOK3	low
FLJ43663	low
ZBTB17	low
TVP23C	low
SOCS7	low
RHBDL1	low
PPARD	low
SEPT5-GP1BB	low
ARHGEF33	low
SCMH1	low
GP1BA	low
CD4	low
DDC	low
LOC283663	low
LRRC37A6P	low
FAM211A	low
GNPTAB	low
RDH16	low
GSTM1	low
ATP1A4	low
EPB41L5	low
FTSJD2	low
RGS5	low
NBPF15	low
RBP5	low
KLHDC8A	low
WIPI2	low
VANGL2	low
PGBD5	low
YPEL3	low
SOX10	low
ZNF365	low
NCOA1	low
RNF10	low
NADK	low
PAQR8	low
TSC22D1-AS1	low
LENG8	low
SLC27A3	low
LYZ	low
MIR3605	low
VAPA	low
SNCG	low
ACYP2	low
FOXD3	low
PHC2	low
KIAA1377	low
PTGER3	low
LOC100132304	low
PTP4A2	low
LRRC4	low
DERL3	low
FBXO16	low
KLF11	low
CCR4	low
LOC100289388	low
DGKA	low
EDA	low
CHN2	low
C8ORF44-SGK3	low
MDFIC	low
TMEM234	low
ENTPD4	low
ABCC3	low
OGG1	low
ATG16L1	low
MAP2K4P1	low
OCM	low
PDXDC2P	low
LOC728802	low
GPSM3	low
SNX29	low
PDE6C	low
PATL2	low
TLR2	low
C1ORF162	low
PGC	low
CD27	low
CPB2-AS1	low
HOXC4	low
GAP43	low
MANSC4	low
CYP4V2	low
MOV10L1	low
PRR16	low
ELOVL4	low
PDE5A	low
DLG2	low
CCDC159	low
ZMYM6	low
LY75	low
HK3	low
LOC100130503	low
PPIE	low
SBF1P1	low
GPATCH3	low
FADS3	low
LOC100507258	low
DNAJA4	low
CD1E	low
GLIPR1L1	low
SEC31B	low
LOC400043	low
STAM2	low
FLJ34208	low
LOC100289230	low
TNFRSF14	low
SPAG9	low
LOC100286925	low
CCDC7	low
LRRC8C	low
NEK8	low
SNORD116-24	low
DLEU2	low
LPP-AS2	low
ERVK13-1	low
TNFAIP8L2	low
LOC100507538	low
RIT1	low
TAPBP	low
TEX14	low
PEG10	low
SUN2	low
CPA4	low
MIR548N	low
LOC284661	low
CA3	low
SNORD38A	low
TRIM3	low
C2ORF65	low
PCDHB18	low
DNM1P46	low
DPYD	low
ANGPTL3	low
PRMT2	low
SCAPER	low
FAM222B	low
PYGM	low
FP588	low
LST1	low
LOC100507033	low
HYAL1	low
HYDIN	low
DPY19L1P1	low
STXBP5	low
CRAT	low
RBM48	low
ELMO2	low
KLC1	low
LOC100289187	low
LOC100506365	low
PPIAL4B	low
ZMYND11	low
MARCH10	low
DDX17	low
PLA2G6	low
FAXC	low
C4ORF33	low
ASIC1	low
TARP	low
RFTN1	low
SORBS1	low
GLIS3-AS1	low
LOC158435	low
MAPK1	low
RFTN2	low
MB21D1	low
DFNB59	low
LOC100505636	low
TMEM235	low
SPOPL	low
TEKT2	low
LY6G5B	low
EPHA1-AS1	low
CEP164	low
GGT7	low
TAS2R4	low
NFAM1	low
MAN2C1	low
DDAH1	low
FUCA1	low
GTF2H5	low
CELF3	low
SPOP	low
MED23	low
SFSWAP	low
ZMIZ2	low
POLR3GL	low
SFXN5	low
C7ORF43	low
IL7R	low
PFN1P2	low
SPI1	low
STX16-NPEPL1	low
CASZ1	low
TUFT1	low
LOC100288198	low
ARHGAP27	low
TMSB4X	low
SORBS3	low
DUOX1	low
TRIM69	low
C1ORF50	low
MYC	low
LRRC36	low
DCST2	low
LOC401321	low
SH2D7	low
C8ORF42	low
ZRANB2	low
LINC00158	low
MIR499A	low
CYB5D2	low
GSTK1	low
SMURF1	low
CHMP6	low
ZNF80	low
GRIK1-AS1	low
GARNL3	low
PDZD7	low
CARD14	low
COG3	low
LILRB4	low
LOC100507284	low
TNFRSF1B	low
SAT2	low
C1ORF170	low
FLJ45340	low
HECW2	low
RAET1L	low
SNORD116-21	low
MEAF6	low
ZC2HC1A	low
DCAF8	low
AMIGO1	low
WDR44	low
TNFSF4	low
KRTAP5-2	low
LOC100133331	low
PLK5	low
TMEM72-AS1	low
FLJ44342	low
NECAP2	low
RPL23AP53	low
ARHGEF37	low
FRMD5	low
LOC283335	low
SLC26A10	low
LOC100507351	low
SH3TC2	low
GOLGA8A	low
CD69	low
KCTD19	low
PAK7	low
AQP11	low
RBMS3	low
CREB5	low
ZNF767	low
GSTM3	low
NAPSB	low
DDAH2	low
MTHFR	low
SYP	low
MIR765	low
C19ORF71	low
CDH12	low
BIN2	low
KIAA0247	low
ARHGAP26	low
HMP19	low
MICAL3	low
LACC1	low
ADAM20	low
ICAM1	low
SBF1	low
SSBP3	low
LOC100507367	low
ST8SIA1	low
APH1B	low
MIR628	low
LOC100131372	low
TMEM200C	low
PCDHB19P	low
ZNF280D	low
DGAT1	low
LOC100133445	low
MARCH4	low
SRR	low
LOC100128893	low
TNFSF12-TNFSF13	low
PAN3-AS1	low
CYGB	low
TMEM242	low
HIPK3	low
C6ORF25	low
DUOXA2	low
IL10RA	low
VAT1	low
MIR3064	low
CD37	low
GPX2	low
EFR3A	low
WAS	low
COL2A1	low
RND2	low
PICK1	low
LOC100507331	low
PAPPA	low
SHROOM1	low
KIAA0408	low
LOC100507103	low
ZNF608	low
LCK	low
HBP1	low
AIM1	low
ACAD8	low
HLA-DMB	low
ACADM	low
RNF103	low
HFM1	low
LOC284009	low
RENBP	low
PLEKHA8P1	low
LOC729915	low
CNPY4	low
CDK11B	low
LOC729987	low
MLLT11	low
ZEB2-AS1	low
SLC10A7	low
PQLC2	low
DTNA	low
CASP8	low
B3GAT1	low
DENND1C	low
DSC2	low
ARF3	low
LINC00271	low
SPDYE8P	low
ABCA2	low
PHF13	low
CDK5R2	low
CCDC30	low
HAND1	low
LOC100507108	low
TTC22	low
CYTIP	low
TMEM59L	low
LOC100129203	low
BIRC3	low
GOLGA2	low
AGAP3	low
CCL3	low
EVI2B	low
CFL1P1	low
TMEM71	low
PLEK	low
MIR2682	low
MPL	low
RGPD6	low
PEX14	low
UBD	low
CYTH3	low
DPP6	low
LOC100506643	low
ESPN	low
RBM5	low
POU5F1P3	low
AFAP1L2	low
DHDDS	low
CEP170B	low
ZNF534	low
ATP8A1	low
C9ORF72	low
RPH3A	low
DSTYK	low
ITGAM	low
WHSC1L1	low
GLI3	low
PNPLA7	low
FAM8A1	low
TMEM145	low
STXBP3	low
RASGEF1B	low
IRF8	low
ANXA2P2	low
TAC4	low
LOC100506276	low
SPRYD3	low
EPN3	low
PIWIL2	low
FRZB	low
GPR155	low
MR1	low
DLGAP4	low
MIR3960	low
DNAH1	low
CELSR3	low
ZBTB40	low
PLA2G2D	low
KDM4A-AS1	low
CDKL2	low
APOL2	low
KIAA0895L	low
LY6G6C	low
LINC00657	low
KCNMB2	low
DGKQ	low
KCNMA1	low
C1ORF95	low
MTOR	low
LUC7L2	low
ASB2	low
PDE1C	low
SCARNA17	low
RBMS1	low
CLU	low
MGAT4A	low
LUC7L3	low
RCAN2	low
TNFRSF9	low
SPPL2C	low
COX20	low
CDKN1C	low
CELA2A	low
DNAJC16	low
TMEM50A	low
PTCH2	low
HSF5	low
DISP2	low
SLC1A3	low
TEP1	low
AUTS2	low
FNDC5	low
RCSD1	low
ALAD	low
FAM63A	low
BSPRY	low
TMEM184B	low
IL21R-AS1	low
NETO1	low
SPAG5-AS1	low
ADCK5	low
MIR4668	low
LOC150776	low
CALY	low
DOCK7	low
ALDH1L2	low
FAM65B	low
CTSZ	low
TLR9	low
MST1	low
GLMN	low
OPCML	low
SETD5-AS1	low
ST6GALNAC1	low
PEG3-AS1	low
PRSS36	low
GSTM2P1	low
TUBA1A	low
GAST	low
ALS2CR12	low
LOC100506235	low
NBPF10	low
PKD1	low
TPRG1L	low
SLC16A4	low
WDFY2	low
COL20A1	low
CXXC5	low
MARCH3	low
DBT	low
HS3ST5	low
TBC1D20	low
EOGT	low
SNORD103B	low
SNORD103A	low
PRPH	low
ZNF683	low
FAM91A2	low
MAP3K6	low
FAM124A	low
LOC619207	low
CD48	low
SPIN1	low
RAB27B	low
NFYC	low
ITGAX	low
GNRH1	low
FAM184A	low
ATF6B	low
GBP2	low
KRTAP5-7	low
ANKK1	low
KBTBD3	low
AIG1	low
ZNF335	low
DNM1L	low
LOC100506821	low
CCDC158	low
NOTCH4	low
CCDC170	low
IQCE	low
PPFIA2	low
H2AFV	low
ATP6V1A	low
B3GNT4	low
HLA-F	low
RLF	low
HES7	low
TUBB1	low
CEACAM21	low
LEF1	low
MIR2861	low
LHFPL2	low
ZNF815P	low
TAGAP	low
TNK2	low
MIR1228	low
HOXC8	low
DBH-AS1	low
THSD7B	low
MIR3911	low
LCP2	low
LPPR2	low
CYB561	low
TFAP2A	low
IFT20	low
SYT13	low
MIR4646	low
WDTC1	low
SPTBN4	low
FAM66C	low
CASP1	low
FGD3	low
SLC25A34	low
SHISA7	low
GRB2	low
RASGEF1A	low
MOV10	low
AKNAD1	low
FAM76A	low
CPO	low
YPEL5	low
SENP7	low
MIR4315-2	low
MIR4315-1	low
TNFRSF8	low
WDR86	low
CENPT	low
ARL8B	low
CCL22	low
FAM71F1	low
LOC100128059	low
SND1-IT1	low
MPEG1	low
PCGF5	low
NNAT	low
LRCH1	low
TMBIM4	low
ARID1A	low
CALM1	low
C1ORF216	low
LRRN3	low
CD96	low
LRCH4	low
PVRL3	low
CACNA1G	low
ABHD4	low
CUBN	low
PTPRZ1	low
MEF2C	low
LOC253044	low
DHRS13	low
SYNPR	low
SFTPC	low
THRAP3	low
PLAGL1	low
ZFHX4-AS1	low
WDR81	low
LPAR1	low
C11ORF34	low
ELMOD3	low
ADCY6	low
TMX4	low
PARVG	low
RIPK3	low
NFKBIZ	low
NCOR1	low
SPSB1	low
FMO5	low
MIR1249	low
TPBGL	low
RGL2	low
CERCAM	low
UBR1	low
ACADSB	low
MMP9	low
PNPLA1	low
TBC1D10A	low
ZAP70	low
ALPK3	low
CLEC18B	low
PTGDS	low
NCKAP5L	low
LOC729587	low
PER3	low
NT5M	low
SMPDL3A	low
PRKAR2A-AS1	low
GCSAM	low
WNT8A	low
SLC35E4	low
TRIO	low
LOC145757	low
STX1A	low
PACS2	low
MPP3	low
DCTN2	low
GPR183	low
LOC100506776	low
LINC00623	low
SEC63	low
KCNMB4	low
PDZD2	low
FAM47E-STBD1	low
SNAP23	low
SFN	low
ESR1	low
MGAT4B	low
LOC100507217	low
LOC100506895	low
MICALL2	low
NRSN2	low
HLA-C	low
TUBB2A	low
GREM2	low
HIP1	low
SNTG2	low
AGER	low
WDFY4	low
KLHL14	low
MECR	low
CORO2A	low
BTN2A1	low
CILP	low
GAB2	low
LPIN1	low
CRK	low
LOC338651	low
KHDC1L	low
MYCBP2	low
CDR2L	low
TRIM66	low
CIITA	low
KLHDC1	low
IGSF8	low
APOL6	low
PDE2A	low
CTSH	low
ELL2	low
MAL	low
CDS2	low
NRK	low
DENND2D	low
IDS	low
ITGB8	low
TMCO3	low
TMEM53	low
NCF1	low
HMGA2	low
LOC100129534	low
EML2	low
ITK	low
SDHAP3	low
JMJD6	low
FAM49A	low
BST1	low
LOC100507507	low
VAMP4	low
ELAVL2	low
RHOH	low
C10ORF76	low
THAP2	low
PNKD	low
TAS2R14	low
HERC1	low
TSPAN31	low
DAGLA	low
HHIPL1	low
PKD1L1	low
PI4KAP2	low
RTN4	low
ACSS2	low
CT62	low
SCRN1	low
NDUFA10	low
THSD7A	low
ZFYVE16	low
ATPIF1	low
SF3B1	low
RASSF2	low
PRICKLE4	low
HOTAIRM1	low
CASC3	low
SPATA32	low
TMEM31	low
TMEM222	low
NOS1AP	low
LOC283050	low
CD1B	low
PDGFB	low
THSD4	low
CD3E	low
ME3	low
ZMYND12	low
LOC100129924	low
CTSW	low
NUAK2	low
CDH9	low
FBXO21	low
C9ORF174	low
HCLS1	low
DLEU7	low
RAB8B	low
SASH3	low
LHFPL5	low
MSC	low
HSFX2	low
NPC2	low
TARBP1	low
GLTPD1	low
BIRC2	low
KLHL17	low
LINC00486	low
KCNA3	low
LOC388820	low
COG1	low
NEDD4	low
IKZF1	low
GAA	low
TNFSF13B	low
LOC100506731	low
ACP2	low
PILRA	low
HOXB2	low
TMEM201	low
TSTD3	low
FAM213B	low
SDR9C7	low
LACTB	low
TOM1	low
ASTN2	low
ZCCHC11	low
PCMTD2	low
TENC1	low
SPN	low
FAM134C	low
SIGLEC10	low
TRIL	low
KIF21B	low
HOXC10	low
FMNL3	low
PCP4L1	low
DCTN1	low
SOCS5	low
TTLL9	low
ITIH2	low
SUZ12P1	low
UBE2J1	low
FGD2	low
RWDD2A	low
RNF19A	low
SV2A	low
MIR5047	low
SNORD10	low
LOC400553	low
NOD2	low
NPL	low
C1ORF146	low
NREP	low
LOC338758	low
WASF2	low
GMPR	low
PRSS43	low
KCNK7	low
NBPF16	low
EFCAB14	low
MARK4	low
SKAP1	low
FAM53C	low
FXYD6	low
ZBTB8B	low
PEG3	low
DOCK2	low
NMRK1	low
LRRC41	low
LOC145820	low
HOXA-AS2	low
MED9	low
TMEM57	low
SNORD124	low
LOC100652783	low
UBE2Z	low
PARP15	low
TUBB4A	low
SUDS3	low
LOC100132891	low
SMPD1	low
CNGB3	low
SLC38A2	low
FAM131A	low
IFIH1	low
TMEM63A	low
NEB	low
AQP4-AS1	low
TSPAN12	low
AP3B2	low
L3MBTL1	low
LOC100288310	low
CLIP3	low
MAP4K3	low
SNORA67	low
RNASEL	low
ABR	low
PINLYP	low
GRIN1	low
STAC3	low
LEMD1-AS1	low
SDC2	low
TAX1BP1	low
GFI1	low
SETDB2	low
ITGB2	low
PCA3	low
OSTF1	low
TBC1D10C	low
DCTN1-AS1	low
GTF2IRD1	low
KANSL1L	low
MYO10	low
CPNE3	low
IRAK4	low
IRF1	low
CRELD1	low
C3ORF18	low
SPG7	low
HERPUD1	low
GABRP	low
STRADA	low
SLC9A9	low
MYH3	low
NLRC5	low
MOB3A	low
NAAA	low
FBXL3	low
APBA2	low
CDH26	low
C1ORF86	low
SNIP1	low
IL11RA	low
WSCD1	low
ARHGDIB	low
NCF1B	low
GMIP	low
FAT4	low
LOC613038	low
SNORA11	low
TMEM132C	low
LOC642799	low
BPHL	low
IL13RA1	low
ZNF142	low
IFFO1	low
GOLGA6L10	low
TRIM26	low
AP4M1	low
CD40	low
LINC00616	low
BCAR3	low
NAPSA	low
LRIG1	low
PTPN22	low
ZNF438	low
CNTD1	low
FLJ42875	low
PXDNL	low
CASQ1	low
SHPK	low
PDGFD	low
TRANK1	low
NME8	low
AHR	low
CD84	low
MIR631	low
CACNG1	low
